atopid,atopidphase,cowid,cow4id,begyr,begmo,begday,endyr,endmo,endday,ineffect,bilat,phase,maxphase,wartime,estmode,pubsecr,secrart,proadd,futmem,speclgth,length,renounce,proren,renewlgt,term,defense,offense,neutral,nonagg,consul,active,conditio,defcon,offcon,neucon,concon,asymm,notaiden,dipaid,terrres,seppeace,thirdcom,noothall,specthrt,statthr1,statthr2,conwtin,medarb,milcon,milaid,intcom,subord,organ1,orgpurp1,organ2,orgpurp2,base,contrib,armred,acqterr,divgains,demwith,reflnun,refothio,natrefal,compag,nomicoop,conres,agprois,conmen,ecaid,interv,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10,mem11,mem12,mem13,mem14,mem15,mem16,mem17,mem18,mem19,mem20,mem21,mem22,mem23,mem24,mem25,mem26,mem27,mem28,mem29,mem30,mem31,mem32,mem33,mem34,mem35,mem36,mem37,mem38,mem39,mem40,mem41,mem42,mem43,source,new5,rev5,version
1287,1287,2056,54,1866,8,21,1867,4,17,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,255,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1290,1290,2058,56,1867,4,11,1871,1,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,255,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1295,1295,2059,57,1870,8,9,1872,5,10,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1300,1300,2060,58,1870,8,11,1872,5,10,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1305,1305,2061,59,1873,2,6,1883,10,20,0,1,0,0,0,1,2,8,1,2,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,135,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1310,1310,,60,1873,5,6,1878,7,13,0,1,0,0,0,1,2,8,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1315,1315,2062,61,1873,6,3,1878,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,300,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1320,1320,,,1874,3,15,1883,8,25,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,3,0,220,8152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1323,1323,,,1876,5,8,1885,3,28,0,1,0,0,0,1,0,0,1,1,3,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1325,1325,2063,62,1877,1,15,1878,3,3,0,1,0,0,0,1,2,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,640,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,300,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1330,1330,2064,63,1878,6,4,1880,11,25,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,3,365,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1335,1335,2065,64,1879,10,7,1918,11,3,0,1,0,0,0,1,2,8,0,0,1,60,0,2,36,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1340,1340,2067,66,1881,6,18,1887,6,18,0,0,0,0,0,1,2,8,0,0,1,36,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,640,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,1,0,0,255,300,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1345,1345.1,2066,65,1881,6,16,1889,2,9,0,1,1,2,0,1,2,8,0,0,1,120,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,300,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1345,1345.2,2066,65,1889,2,9,1895,1,1,0,1,2,2,0,1,2,8,0,0,1,72,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,3,0,300,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1350,1350.1,2068,67,1882,5,20,1887,2,20,0,0,1,4,0,1,2,8,0,0,1,60,0,0,0,3,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,255,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1350,1350.2,2068,67,1887,2,20,1891,5,6,0,0,2,4,0,1,2,8,0,0,1,60,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,255,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1350,1350.3,2068,67,1891,5,6,1913,8,2,0,0,3,4,0,1,2,8,0,0,1,72,0,2,72,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,255,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1350,1350.4,2068,67,1913,8,2,1918,11,3,0,0,4,4,0,1,2,8,0,0,1,72,0,2,72,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,220,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,3,0,255,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1355,1355,2069,68,1883,10,30,1918,11,3,0,0,0,0,0,1,2,8,0,0,1,60,0,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,255,300,325,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1358,1358,,,1885,9,12,1887,2,16,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,90,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1360,1360,2070,69,1887,2,12,1897,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1362,1362.1,,,1887,2,16,1888,11,24,0,0,1,2,0,1,0,0,0,0,3,0,3,0,0,3,1,0,1,0,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,90,91,92,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1362,1362.2,,,1888,11,24,1890,6,27,0,0,2,2,0,1,0,0,0,0,3,0,3,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,90,91,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1365,1365,2071,70,1887,5,4,1895,5,4,0,0,0,0,0,0,2,8,0,0,1,48,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,255,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1370,1370,2072,71,1887,6,18,1890,6,18,0,1,0,0,0,1,2,8,0,0,1,36,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,3,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,255,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1375,1375,2073,72,1887,12,16,1897,1,20,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1380,1380,2074,73,1891,8,27,1917,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,220,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1385,1385,2075,74,1893,12,27,1917,11,8,0,1,0,0,0,0,2,8,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,220,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1390,1390,2076,75,1894,8,26,1895,4,17,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,3,710,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1395,1395,2077,76,1896,6,3,1900,6,17,0,1,0,0,0,1,2,8,0,0,1,180,0,1,0,2,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,3,740,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,365,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1400,1400,,,1899,10,14,1949,4,4,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1410,1410,,,1901,2,9,1915,5,23,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1415,1415.1,3000,77,1902,1,30,1905,8,12,0,1,1,2,0,0,0,0,0,0,1,60,0,2,0,3,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1415,1415.2,3000,77,1905,8,12,1921,12,13,0,1,2,2,0,0,0,0,0,0,1,120,0,2,0,3,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1420,1420,3001,78,1902,6,30,1918,11,11,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1425,1425,3007,79,1904,3,30,1909,3,30,0,1,0,0,0,1,2,8,0,0,1,60,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,345,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1430,1430,3002,80,1904,10,3,1907,5,16,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,220,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1435,1435,3003,81,1904,10,15,1908,10,6,0,1,0,0,1,0,2,8,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1440,1440,3004,82,1905,7,24,1905,12,2,0,1,0,0,1,1,2,8,1,1,0,0,1,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1445,1445,3005,83,1907,5,16,1915,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,220,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1450,1450,3006,84,1907,12,20,1918,3,10,0,0,0,0,0,1,0,0,0,0,1,120,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,5,0,0,1,1,0,0,0,0,3,4,3,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,1,90,91,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1455,1455,3008,85,1908,11,30,1910,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1460,1460,3009,86,1909,10,24,1917,11,8,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1465,1465,3010,87,1910,7,4,1916,7,3,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,365,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1467,1467,,88,1911,4,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,130,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1470,1470,3011,89,1912,2,29,1913,6,30,0,1,0,0,0,1,2,8,2,0,1,106,0,1,0,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,3,640,360,3,1,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,345,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1475,1475.1,3012,90,1912,5,16,1912,9,22,0,1,1,2,0,1,2,8,0,0,1,36,0,2,12,3,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,350,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1475,1475.2,3012,90,1912,9,22,1913,6,30,0,1,2,2,0,1,2,8,0,0,1,36,0,2,12,2,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,640,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,350,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1480,1480,,,1912,9,12,1915,1,7,0,1,0,0,0,0,1,6,0,0,1,36,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,640,300,3,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,341,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1485,1485,3013,91,1912,11,23,1918,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
1490,1490,3014,92,1913,5,19,1918,11,11,0,1,0,0,0,1,2,8,0,0,1,120,0,2,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,355,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,2,0,3,0,345,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2005,2005,3015,93,1914,8,2,1918,10,30,0,1,0,0,1,1,2,8,0,0,1,52,0,2,60,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,365,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2010,2010,3016,94,1914,8,19,1918,9,30,0,1,0,0,0,0,2,8,0,0,2,0,0,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,355,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2012,2012,3017,95,1914,9,6,1918,9,30,0,1,0,0,1,1,2,8,0,0,1,76,0,2,12,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2013,2013,,96,1914,9,6,1918,9,30,0,1,0,0,1,1,2,8,0,0,1,76,0,2,12,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2015,2015,,,1914,9,5,1918,11,11,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,220,325,365,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2020,2020,3018,97,1914,10,1,1916,8,17,0,1,0,0,1,0,2,8,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,360,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2025,2025,3019,98,1915,4,26,1918,11,11,0,0,0,0,1,0,2,8,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,4,255,300,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,200,220,325,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2030,2030,3020,99,1915,9,6,1918,9,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,345,0,3,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,300,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2035,2035,3021,100,1916,7,3,1917,11,8,0,1,0,0,1,0,2,8,0,0,1,60,0,2,12,2,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,365,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2040,2040,3022,101,1916,8,17,1918,11,11,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,2,0,1,1,0,0,4,300,0,0,0,1,3,0,2,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,200,220,325,360,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2045,2045,,,1918,5,16,1918,11,11,0,1,0,0,1,0,2,8,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,4,255,300,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,710,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2050,2050.1,3023,102,1920,8,14,1922,8,31,0,1,1,2,0,1,0,0,0,0,1,24,0,2,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,315,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
2050,2050.2,3023,102,1922,8,31,1939,3,15,0,1,2,2,0,1,0,0,0,0,1,60,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,0,0,315,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.1
